Clock rate (Hz): 800
Sample integration time (s): 0.001250
initialize test of module
Entry number,Time,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8
52345,3:22:29 PM,0,0,1,0,0,0,0,0
52346,3:22:29 PM,1,1,1,0,0,0,0,0
52347,3:22:29 PM,0,2,1,0,0,0,0,0
52348,3:22:29 PM,0,1,0,0,0,0,0,0
52349,3:22:29 PM,0,1,1,0,0,0,0,0
52350,3:22:29 PM,1,0,0,0,0,0,0,0
52351,3:22:29 PM,0,1,0,0,0,0,0,0
52352,3:22:29 PM,1,2,1,0,0,0,0,0
52353,3:22:29 PM,0,0,1,0,0,0,0,0
52354,3:22:29 PM,2,2,0,0,0,0,0,0
52355,3:22:29 PM,2,0,1,0,0,0,0,0
52356,3:22:29 PM,0,0,1,0,0,0,0,0
52357,3:22:29 PM,0,3,1,0,0,0,0,0
52358,3:22:29 PM,0,0,1,0,0,0,0,0
52359,3:22:29 PM,0,0,2,0,0,0,0,0
52360,3:22:29 PM,0,2,4,0,0,0,0,0
52361,3:22:29 PM,0,0,1,0,0,0,0,0
52362,3:22:29 PM,0,0,1,0,0,0,0,0
52363,3:22:29 PM,0,0,1,0,0,0,0,0
52364,3:22:29 PM,0,1,1,0,0,0,0,0
52365,3:22:29 PM,1,0,1,0,0,0,0,0
52366,3:22:29 PM,1,0,2,0,0,0,0,0
52367,3:22:29 PM,3,1,0,0,0,0,0,0
52368,3:22:29 PM,0,1,0,0,0,0,0,0
52369,3:22:29 PM,2,1,1,0,0,0,0,0
52370,3:22:29 PM,0,2,1,0,0,0,0,0
52371,3:22:29 PM,1,0,1,0,0,0,0,0
52372,3:22:29 PM,1,0,0,0,0,0,0,0
52373,3:22:29 PM,0,1,2,0,0,0,0,0
52374,3:22:29 PM,2,1,0,0,0,0,0,0
52375,3:22:29 PM,2,0,1,0,0,0,0,0
52376,3:22:29 PM,0,0,1,0,0,0,0,0
52377,3:22:29 PM,0,0,1,0,0,0,0,0
52378,3:22:29 PM,0,2,1,0,0,0,0,0
52379,3:22:29 PM,1,0,1,0,0,0,0,0
52380,3:22:29 PM,0,0,0,0,0,0,0,0
52381,3:22:29 PM,0,0,1,0,0,0,0,0
52382,3:22:29 PM,0,0,1,0,0,0,0,0
52383,3:22:29 PM,0,0,1,0,0,0,0,0
52384,3:22:29 PM,0,1,0,0,0,0,0,0
52385,3:22:29 PM,1,2,0,0,0,0,0,0
52386,3:22:29 PM,0,1,0,0,0,0,0,0
52387,3:22:29 PM,1,0,0,0,0,0,0,0
52388,3:22:29 PM,0,0,2,0,0,0,0,0
52389,3:22:29 PM,1,1,0,0,0,0,0,0
52390,3:22:29 PM,0,1,2,0,0,0,0,0
52391,3:22:29 PM,0,1,0,0,0,0,0,0
52392,3:22:29 PM,1,1,2,0,0,0,0,0
52393,3:22:29 PM,1,0,0,0,0,0,0,0
52394,3:22:29 PM,0,1,0,0,0,0,0,0
52395,3:22:29 PM,0,2,1,0,0,0,0,0
52396,3:22:29 PM,0,0,0,0,0,0,0,0
52397,3:22:29 PM,3,2,2,0,0,0,0,0
52398,3:22:29 PM,0,1,0,0,0,0,0,0
52399,3:22:29 PM,1,0,0,0,0,0,0,0
52400,3:22:29 PM,0,1,0,0,0,0,0,0
52401,3:22:29 PM,0,0,0,0,0,0,0,0
52402,3:22:29 PM,2,1,0,0,0,0,0,0
52403,3:22:29 PM,0,0,0,0,0,0,0,0
52404,3:22:29 PM,0,3,0,0,0,0,0,0
52405,3:22:29 PM,0,2,0,0,0,0,0,0
52406,3:22:29 PM,0,1,1,0,0,0,0,0
52407,3:22:29 PM,1,0,0,0,0,0,0,0
52408,3:22:29 PM,1,0,0,0,0,0,0,0
52409,3:22:29 PM,0,2,1,0,0,0,0,0
52410,3:22:29 PM,0,1,0,0,0,0,0,0
52411,3:22:29 PM,1,0,2,0,0,0,0,0
52412,3:22:29 PM,0,0,1,0,0,0,0,0
52413,3:22:29 PM,0,0,0,0,0,0,0,0
52414,3:22:29 PM,0,0,0,0,0,0,0,0
52415,3:22:29 PM,1,1,1,0,0,0,0,0
52416,3:22:29 PM,1,0,1,0,0,0,0,0
52417,3:22:29 PM,0,2,3,0,0,0,0,0
52418,3:22:29 PM,0,2,0,0,0,0,0,0
52419,3:22:29 PM,1,0,0,0,0,0,0,0
52420,3:22:29 PM,0,3,3,0,0,0,0,0
52421,3:22:29 PM,0,0,0,0,0,0,0,0
52422,3:22:29 PM,2,1,0,0,0,0,0,0
52423,3:22:29 PM,1,0,1,0,0,0,0,0
52424,3:22:29 PM,1,0,0,0,0,0,0,0
52425,3:22:29 PM,0,0,1,0,0,0,0,0
52426,3:22:29 PM,2,0,0,0,0,0,0,0
52427,3:22:29 PM,0,0,0,0,0,0,0,0
52428,3:22:29 PM,1,0,0,0,0,0,0,0
52429,3:22:29 PM,0,1,1,0,0,0,0,0
52430,3:22:29 PM,0,0,1,0,0,0,0,0
52431,3:22:29 PM,1,0,0,0,0,0,0,0
52432,3:22:29 PM,1,0,0,0,0,0,0,0
52433,3:22:29 PM,2,1,1,0,0,0,0,0
52434,3:22:29 PM,0,0,1,0,0,0,0,0
52435,3:22:29 PM,1,1,1,0,0,0,0,0
52436,3:22:29 PM,1,1,1,0,0,0,0,0
52437,3:22:29 PM,0,0,0,0,0,0,0,0
52438,3:22:29 PM,0,1,1,0,0,0,0,0
52439,3:22:29 PM,2,1,2,0,0,0,0,0
52440,3:22:29 PM,1,0,3,0,0,0,0,0
52441,3:22:29 PM,0,0,0,0,0,0,0,0
52442,3:22:29 PM,0,0,0,0,0,0,0,0
52443,3:22:29 PM,1,2,3,0,0,0,0,0
52444,3:22:29 PM,1,0,0,0,0,0,0,0
52445,3:22:29 PM,0,2,0,0,0,0,0,0
52446,3:22:29 PM,0,0,0,0,0,0,0,0
52447,3:22:29 PM,1,1,1,0,0,0,0,0
52448,3:22:29 PM,0,1,0,0,0,0,0,0
52449,3:22:29 PM,1,0,0,0,0,0,0,0
52450,3:22:29 PM,1,0,2,0,0,0,0,0
52451,3:22:29 PM,0,0,0,0,0,0,0,0
52452,3:22:29 PM,0,1,0,0,0,0,0,0
52453,3:22:29 PM,0,0,1,0,0,0,0,0
52454,3:22:29 PM,2,1,1,0,0,0,0,0
52455,3:22:29 PM,0,0,0,0,0,0,0,0
52456,3:22:29 PM,0,1,1,0,0,0,0,0
52457,3:22:29 PM,0,0,1,0,0,0,0,0
52458,3:22:29 PM,0,2,0,0,0,0,0,0
52459,3:22:29 PM,0,0,0,0,0,0,0,0
52460,3:22:29 PM,1,1,0,0,0,0,0,0
52461,3:22:29 PM,1,1,0,0,0,0,0,0
52462,3:22:29 PM,0,1,0,0,0,0,0,0
52463,3:22:29 PM,1,0,0,0,0,0,0,0
52464,3:22:29 PM,2,0,0,0,0,0,0,0
52465,3:22:29 PM,1,1,1,0,0,0,0,0
52466,3:22:29 PM,0,0,2,0,0,0,0,0
52467,3:22:29 PM,1,1,0,0,0,0,0,0
52468,3:22:29 PM,0,0,1,0,0,0,0,0
52469,3:22:29 PM,0,0,0,0,0,0,0,0
52470,3:22:29 PM,0,0,1,0,0,0,0,0
52471,3:22:29 PM,1,2,1,0,0,0,0,0
52472,3:22:29 PM,2,0,1,0,0,0,0,0
52473,3:22:29 PM,1,1,0,0,0,0,0,0
52474,3:22:29 PM,1,0,1,0,0,0,0,0
52475,3:22:29 PM,2,0,2,0,0,0,0,0
52476,3:22:29 PM,1,1,2,0,0,0,0,0
52477,3:22:29 PM,0,1,0,0,0,0,0,0
52478,3:22:29 PM,0,0,1,0,0,0,0,0
52479,3:22:29 PM,1,0,0,0,0,0,0,0
52480,3:22:29 PM,0,0,1,0,0,0,0,0
52481,3:22:29 PM,2,0,1,0,0,0,0,0
52482,3:22:29 PM,0,2,2,0,0,0,0,0
52483,3:22:29 PM,0,1,2,0,0,0,0,0
52484,3:22:29 PM,1,2,0,0,0,0,0,0
52485,3:22:29 PM,2,1,0,0,0,0,0,0
52486,3:22:29 PM,0,1,0,0,0,0,0,0
52487,3:22:29 PM,1,2,1,0,0,0,0,0
52488,3:22:29 PM,0,0,3,0,0,0,0,0
52489,3:22:29 PM,0,0,0,0,0,0,0,0
52490,3:22:29 PM,1,0,0,0,0,0,0,0
52491,3:22:29 PM,1,0,1,0,0,0,0,0
52492,3:22:29 PM,0,0,1,0,0,0,0,0
52493,3:22:29 PM,0,2,0,0,0,0,0,0
52494,3:22:29 PM,1,1,0,0,0,0,0,0
52495,3:22:29 PM,0,0,0,0,0,0,0,0
52496,3:22:29 PM,1,0,0,0,0,0,0,0
52497,3:22:29 PM,1,0,1,0,0,0,0,0
52498,3:22:29 PM,2,1,1,0,0,0,0,0
52499,3:22:29 PM,0,1,0,0,0,0,0,0
52500,3:22:29 PM,1,2,1,0,0,0,0,0
52501,3:22:29 PM,0,0,2,0,0,0,0,0
52502,3:22:29 PM,0,0,0,0,0,0,0,0
52503,3:22:29 PM,0,0,0,0,0,0,0,0
52504,3:22:29 PM,0,1,1,0,0,0,0,0
52505,3:22:29 PM,1,2,2,0,0,0,0,0
52506,3:22:29 PM,0,0,0,0,0,0,0,0
52507,3:22:29 PM,0,2,0,0,0,0,0,0
52508,3:22:29 PM,0,2,1,0,0,0,0,0
52509,3:22:29 PM,0,1,0,0,0,0,0,0
52510,3:22:29 PM,0,0,0,0,0,0,0,0
52511,3:22:29 PM,1,1,0,0,0,0,0,0
52512,3:22:29 PM,0,0,0,0,0,0,0,0
52513,3:22:29 PM,1,0,1,0,0,0,0,0
52514,3:22:29 PM,0,0,1,0,0,0,0,0
52515,3:22:29 PM,0,0,1,0,0,0,0,0
52516,3:22:29 PM,0,0,0,0,0,0,0,0
52517,3:22:29 PM,0,1,0,0,0,0,0,0
52518,3:22:29 PM,0,1,0,0,0,0,0,0
52519,3:22:29 PM,0,2,1,0,0,0,0,0
52520,3:22:29 PM,1,0,1,0,0,0,0,0
52521,3:22:29 PM,1,0,0,0,0,0,0,0
52522,3:22:29 PM,0,0,1,0,0,0,0,0
52523,3:22:29 PM,1,1,0,0,0,0,0,0
52524,3:22:29 PM,0,0,0,0,0,0,0,0
52525,3:22:29 PM,2,2,1,0,0,0,0,0
52526,3:22:29 PM,0,0,0,0,0,0,0,0
52527,3:22:29 PM,0,1,1,0,0,0,0,0
52528,3:22:29 PM,1,0,0,0,0,0,0,0
52529,3:22:29 PM,0,1,0,0,0,0,0,0
52530,3:22:29 PM,0,0,0,0,0,0,0,0
52531,3:22:29 PM,0,1,0,0,0,0,0,0
52532,3:22:29 PM,2,0,1,0,0,0,0,0
52533,3:22:29 PM,0,0,2,0,0,0,0,0
52534,3:22:29 PM,0,1,2,0,0,0,0,0
52535,3:22:29 PM,0,1,0,0,0,0,0,0
52536,3:22:29 PM,1,1,1,0,0,0,0,0
52537,3:22:29 PM,0,2,0,0,0,0,0,0
52538,3:22:29 PM,0,1,1,0,0,0,0,0
52539,3:22:29 PM,2,2,0,0,0,0,0,0
52540,3:22:29 PM,1,1,0,0,0,0,0,0
52541,3:22:29 PM,3,0,0,0,0,0,0,0
52542,3:22:29 PM,0,0,3,0,0,0,0,0
52543,3:22:29 PM,1,2,1,0,0,0,0,0
52544,3:22:29 PM,1,0,1,0,0,0,0,0
52545,3:22:29 PM,0,1,0,0,0,0,0,0
52546,3:22:29 PM,2,1,0,0,0,0,0,0
52547,3:22:29 PM,0,0,0,0,0,0,0,0
52548,3:22:29 PM,0,0,1,0,0,0,0,0
52549,3:22:29 PM,2,3,3,0,0,0,0,0
52550,3:22:29 PM,2,1,0,0,0,0,0,0
52551,3:22:29 PM,0,1,2,0,0,0,0,0
52552,3:22:29 PM,1,0,0,0,0,0,0,0
52553,3:22:29 PM,0,0,0,0,0,0,0,0
52554,3:22:29 PM,0,0,0,0,0,0,0,0
52555,3:22:29 PM,1,1,2,0,0,0,0,0
52556,3:22:29 PM,1,0,1,0,0,0,0,0
52557,3:22:29 PM,0,1,1,0,0,0,0,0
52558,3:22:29 PM,1,0,0,0,0,0,0,0
52559,3:22:29 PM,0,0,0,0,0,0,0,0
52560,3:22:29 PM,0,0,0,0,0,0,0,0
52561,3:22:29 PM,1,1,0,0,0,0,0,0
52562,3:22:29 PM,0,0,0,0,0,0,0,0
52563,3:22:29 PM,1,2,1,0,0,0,0,0
52564,3:22:29 PM,0,1,1,0,0,0,0,0
52565,3:22:29 PM,2,0,0,0,0,0,0,0
52566,3:22:29 PM,0,1,0,0,0,0,0,0
52567,3:22:29 PM,0,2,2,0,0,0,0,0
52568,3:22:29 PM,1,0,0,0,0,0,0,0
52569,3:22:29 PM,1,1,0,0,0,0,0,0
52570,3:22:29 PM,1,1,0,0,0,0,0,0
52571,3:22:29 PM,0,0,0,0,0,0,0,0
52572,3:22:29 PM,2,1,0,0,0,0,0,0
52573,3:22:29 PM,0,1,2,0,0,0,0,0
52574,3:22:29 PM,1,2,0,0,0,0,0,0
52575,3:22:29 PM,0,1,2,0,0,0,0,0
52576,3:22:29 PM,0,0,1,0,0,0,0,0
52577,3:22:29 PM,0,2,0,0,0,0,0,0
52578,3:22:29 PM,1,0,0,0,0,0,0,0
52579,3:22:29 PM,1,4,0,0,0,0,0,0
52580,3:22:29 PM,2,1,0,0,0,0,0,0
52581,3:22:29 PM,0,1,1,0,0,0,0,0
52582,3:22:29 PM,0,0,1,0,0,0,0,0
52583,3:22:29 PM,1,0,1,0,0,0,0,0
52584,3:22:29 PM,1,1,0,0,0,0,0,0
52585,3:22:29 PM,0,0,1,0,0,0,0,0
52586,3:22:29 PM,0,2,1,0,0,0,0,0
52587,3:22:29 PM,0,1,0,0,0,0,0,0
52588,3:22:29 PM,2,0,0,0,0,0,0,0
52589,3:22:29 PM,0,1,0,0,0,0,0,0
52590,3:22:29 PM,1,0,2,0,0,0,0,0
52591,3:22:29 PM,2,1,0,0,0,0,0,0
52592,3:22:29 PM,0,0,0,0,0,0,0,0
52593,3:22:29 PM,2,0,0,0,0,0,0,0
52594,3:22:29 PM,0,0,1,0,0,0,0,0
52595,3:22:29 PM,1,0,0,0,0,0,0,0
52596,3:22:29 PM,0,0,0,0,0,0,0,0
52597,3:22:29 PM,0,1,0,0,0,0,0,0
52598,3:22:29 PM,0,0,0,0,0,0,0,0
52599,3:22:29 PM,0,0,1,0,0,0,0,0
52600,3:22:29 PM,0,0,2,0,0,0,0,0
52601,3:22:29 PM,0,0,0,0,0,0,0,0
52602,3:22:29 PM,2,0,0,0,0,0,0,0
52603,3:22:29 PM,1,1,1,0,0,0,0,0
52604,3:22:29 PM,1,0,0,0,0,0,0,0
52605,3:22:29 PM,0,0,1,0,0,0,0,0
52606,3:22:29 PM,0,0,3,0,0,0,0,0
52607,3:22:29 PM,0,0,2,0,0,0,0,0
52608,3:22:29 PM,1,0,0,0,0,0,0,0
52609,3:22:29 PM,0,0,0,0,0,0,0,0
52610,3:22:29 PM,0,0,1,0,0,0,0,0
52611,3:22:29 PM,1,0,0,0,0,0,0,0
52612,3:22:29 PM,1,1,0,0,0,0,0,0
52613,3:22:29 PM,0,2,1,0,0,0,0,0
52614,3:22:29 PM,0,1,0,0,0,0,0,0
52615,3:22:29 PM,1,0,1,0,0,0,0,0
52616,3:22:29 PM,0,0,2,0,0,0,0,0
52617,3:22:29 PM,0,2,1,0,0,0,0,0
52618,3:22:29 PM,0,2,1,0,0,0,0,0
52619,3:22:29 PM,0,0,0,0,0,0,0,0
52620,3:22:29 PM,0,2,1,0,0,0,0,0
52621,3:22:29 PM,0,0,1,0,0,0,0,0
52622,3:22:29 PM,1,0,1,0,0,0,0,0
52623,3:22:29 PM,1,1,1,0,0,0,0,0
52624,3:22:29 PM,0,1,0,0,0,0,0,0
52625,3:22:29 PM,1,1,1,0,0,0,0,0
52626,3:22:29 PM,0,1,0,0,0,0,0,0
52627,3:22:29 PM,0,0,1,0,0,0,0,0
52628,3:22:29 PM,2,0,1,0,0,0,0,0
52629,3:22:29 PM,0,0,1,0,0,0,0,0
52630,3:22:29 PM,0,1,0,0,0,0,0,0
52631,3:22:29 PM,1,2,2,0,0,0,0,0
52632,3:22:29 PM,0,1,0,0,0,0,0,0
52633,3:22:29 PM,1,1,0,0,0,0,0,0
52634,3:22:29 PM,0,0,0,0,0,0,0,0
52635,3:22:29 PM,0,0,1,0,0,0,0,0
52636,3:22:29 PM,0,0,0,0,0,0,0,0
52637,3:22:29 PM,0,1,1,0,0,0,0,0
52638,3:22:29 PM,2,2,1,0,0,0,0,0
52639,3:22:29 PM,0,1,0,0,0,0,0,0
52640,3:22:29 PM,0,2,1,0,0,0,0,0
52641,3:22:29 PM,0,1,0,0,0,0,0,0
52642,3:22:29 PM,2,0,2,0,0,0,0,0
52643,3:22:29 PM,1,0,1,0,0,0,0,0
52644,3:22:29 PM,3,0,1,0,0,0,0,0
52645,3:22:29 PM,1,1,2,0,0,0,0,0
52646,3:22:29 PM,1,0,1,0,0,0,0,0
52647,3:22:29 PM,0,0,2,0,0,0,0,0
52648,3:22:29 PM,2,1,1,0,0,0,0,0
52649,3:22:29 PM,0,2,0,0,0,0,0,0
52650,3:22:29 PM,1,2,0,0,0,0,0,0
52651,3:22:29 PM,0,0,2,0,0,0,0,0
52652,3:22:29 PM,1,0,2,0,0,0,0,0
52653,3:22:29 PM,0,2,0,0,0,0,0,0
52654,3:22:29 PM,1,2,1,0,0,0,0,0
52655,3:22:29 PM,1,2,0,0,0,0,0,0
52656,3:22:29 PM,0,1,0,0,0,0,0,0
52657,3:22:29 PM,0,2,0,0,0,0,0,0
52658,3:22:29 PM,1,0,0,0,0,0,0,0
52659,3:22:29 PM,0,2,0,0,0,0,0,0
52660,3:22:29 PM,0,0,1,0,0,0,0,0
52661,3:22:29 PM,1,1,0,0,0,0,0,0
52662,3:22:29 PM,0,2,1,0,0,0,0,0
52663,3:22:29 PM,0,1,2,0,0,0,0,0
52664,3:22:29 PM,0,2,1,0,0,0,0,0
52665,3:22:29 PM,0,1,1,0,0,0,0,0
52666,3:22:29 PM,0,0,2,0,0,0,0,0
52667,3:22:29 PM,0,1,3,0,0,0,0,0
52668,3:22:29 PM,0,2,0,0,0,0,0,0
52669,3:22:29 PM,2,0,0,0,0,0,0,0
52670,3:22:29 PM,1,0,2,0,0,0,0,0
52671,3:22:29 PM,0,0,0,0,0,0,0,0
52672,3:22:29 PM,1,1,0,0,0,0,0,0
52673,3:22:29 PM,0,1,0,0,0,0,0,0
52674,3:22:29 PM,2,1,0,0,0,0,0,0
52675,3:22:29 PM,0,1,1,0,0,0,0,0
52676,3:22:29 PM,0,2,1,0,0,0,0,0
52677,3:22:29 PM,0,2,1,0,0,0,0,0
52678,3:22:29 PM,0,1,2,0,0,0,0,0
52679,3:22:29 PM,0,2,2,0,0,0,0,0
52680,3:22:29 PM,1,2,1,0,0,0,0,0
52681,3:22:29 PM,0,0,0,0,0,0,0,0
52682,3:22:29 PM,0,1,0,0,0,0,0,0
52683,3:22:29 PM,0,1,1,0,0,0,0,0
52684,3:22:29 PM,0,0,2,0,0,0,0,0
52685,3:22:29 PM,0,1,0,0,0,0,0,0
52686,3:22:29 PM,1,0,0,0,0,0,0,0
52687,3:22:29 PM,0,0,0,0,0,0,0,0
52688,3:22:29 PM,1,0,0,0,0,0,0,0
52689,3:22:29 PM,1,1,1,0,0,0,0,0
52690,3:22:29 PM,1,2,0,0,0,0,0,0
52691,3:22:29 PM,1,2,1,0,0,0,0,0
52692,3:22:29 PM,0,0,1,0,0,0,0,0
52693,3:22:29 PM,1,0,3,0,0,0,0,0
52694,3:22:29 PM,0,2,0,0,0,0,0,0
52695,3:22:29 PM,0,0,0,0,0,0,0,0
52696,3:22:29 PM,0,1,0,0,0,0,0,0
52697,3:22:29 PM,2,0,1,0,0,0,0,0
52698,3:22:29 PM,0,1,0,0,0,0,0,0
52699,3:22:29 PM,0,1,3,0,0,0,0,0
52700,3:22:29 PM,1,1,0,0,0,0,0,0
52701,3:22:29 PM,1,1,0,0,0,0,0,0
52702,3:22:29 PM,2,0,0,0,0,0,0,0
52703,3:22:29 PM,1,2,0,0,0,0,0,0
52704,3:22:29 PM,0,2,0,0,0,0,0,0
52705,3:22:29 PM,2,0,0,0,0,0,0,0
52706,3:22:29 PM,2,1,0,0,0,0,0,0
52707,3:22:29 PM,2,1,0,0,0,0,0,0
52708,3:22:29 PM,0,0,0,0,0,0,0,0
52709,3:22:29 PM,0,0,1,0,0,0,0,0
52710,3:22:29 PM,1,3,1,0,0,0,0,0
52711,3:22:29 PM,0,0,0,0,0,0,0,0
52712,3:22:29 PM,0,1,1,0,0,0,0,0
52713,3:22:29 PM,0,0,0,0,0,0,0,0
52714,3:22:29 PM,0,1,0,0,0,0,0,0
52715,3:22:29 PM,1,1,0,0,0,0,0,0
52716,3:22:29 PM,0,0,0,0,0,0,0,0
52717,3:22:29 PM,0,1,1,0,0,0,0,0
52718,3:22:29 PM,0,0,1,0,0,0,0,0
52719,3:22:29 PM,0,3,1,0,0,0,0,0
52720,3:22:29 PM,1,2,0,0,0,0,0,0
52721,3:22:29 PM,1,0,2,0,0,0,0,0
52722,3:22:29 PM,0,1,1,0,0,0,0,0
52723,3:22:29 PM,0,1,1,0,0,0,0,0
52724,3:22:29 PM,0,2,0,0,0,0,0,0
52725,3:22:29 PM,1,2,2,0,0,0,0,0
52726,3:22:29 PM,4,0,0,0,0,0,0,0
52727,3:22:29 PM,0,3,1,0,0,0,0,0
52728,3:22:29 PM,1,1,0,0,0,0,0,0
52729,3:22:29 PM,0,1,3,0,0,0,0,0
52730,3:22:29 PM,0,0,1,0,0,0,0,0
52731,3:22:29 PM,0,0,1,0,0,0,0,0
52732,3:22:29 PM,0,0,0,0,0,0,0,0
52733,3:22:29 PM,1,2,0,0,0,0,0,0
52734,3:22:29 PM,0,0,0,0,0,0,0,0
52735,3:22:29 PM,1,0,0,0,0,0,0,0
52736,3:22:29 PM,0,1,0,0,0,0,0,0
52737,3:22:29 PM,0,1,0,0,0,0,0,0
52738,3:22:29 PM,1,2,0,0,0,0,0,0
52739,3:22:29 PM,1,0,1,0,0,0,0,0
52740,3:22:29 PM,0,2,0,0,0,0,0,0
52741,3:22:29 PM,1,0,0,0,0,0,0,0
52742,3:22:29 PM,0,0,0,0,0,0,0,0
52743,3:22:29 PM,1,0,0,0,0,0,0,0
52744,3:22:29 PM,1,1,0,0,0,0,0,0
52745,3:22:29 PM,0,3,0,0,0,0,0,0
52746,3:22:29 PM,1,1,0,0,0,0,0,0
52747,3:22:29 PM,0,1,0,0,0,0,0,0
52748,3:22:29 PM,0,0,0,0,0,0,0,0
52749,3:22:29 PM,1,0,0,0,0,0,0,0
52750,3:22:29 PM,0,1,2,0,0,0,0,0
52751,3:22:29 PM,0,0,0,0,0,0,0,0
52752,3:22:29 PM,2,0,1,0,0,0,0,0
52753,3:22:29 PM,0,2,0,0,0,0,0,0
52754,3:22:29 PM,1,0,2,0,0,0,0,0
52755,3:22:29 PM,1,0,0,0,0,0,0,0
52756,3:22:29 PM,0,0,1,0,0,0,0,0
52757,3:22:29 PM,0,2,2,0,0,0,0,0
52758,3:22:29 PM,0,0,2,0,0,0,0,0
52759,3:22:29 PM,1,0,0,0,0,0,0,0
52760,3:22:29 PM,0,0,2,0,0,0,0,0
52761,3:22:29 PM,1,0,1,0,0,0,0,0
52762,3:22:29 PM,1,0,1,0,0,0,0,0
52763,3:22:29 PM,0,3,0,0,0,0,0,0
52764,3:22:29 PM,1,0,1,0,0,0,0,0
52765,3:22:29 PM,1,0,0,0,0,0,0,0
52766,3:22:29 PM,0,0,0,0,0,0,0,0
52767,3:22:29 PM,0,0,1,0,0,0,0,0
52768,3:22:29 PM,0,0,0,0,0,0,0,0
52769,3:22:29 PM,0,0,2,0,0,0,0,0
52770,3:22:29 PM,1,1,0,0,0,0,0,0
52771,3:22:29 PM,0,1,0,0,0,0,0,0
52772,3:22:29 PM,1,1,1,0,0,0,0,0
52773,3:22:29 PM,2,0,1,0,0,0,0,0
52774,3:22:29 PM,0,0,1,0,0,0,0,0
52775,3:22:29 PM,0,2,0,0,0,0,0,0
52776,3:22:29 PM,1,0,0,0,0,0,0,0
52777,3:22:29 PM,0,0,0,0,0,0,0,0
52778,3:22:29 PM,0,1,0,0,0,0,0,0
52779,3:22:29 PM,1,0,1,0,0,0,0,0
52780,3:22:29 PM,1,1,0,0,0,0,0,0
52781,3:22:29 PM,1,0,0,0,0,0,0,0
52782,3:22:29 PM,0,0,1,0,0,0,0,0
52783,3:22:29 PM,0,1,0,0,0,0,0,0
52784,3:22:29 PM,0,1,0,0,0,0,0,0
52785,3:22:29 PM,0,0,1,0,0,0,0,0
52786,3:22:29 PM,1,2,2,0,0,0,0,0
52787,3:22:29 PM,0,2,1,0,0,0,0,0
52788,3:22:29 PM,0,1,2,0,0,0,0,0
52789,3:22:29 PM,0,0,0,0,0,0,0,0
52790,3:22:29 PM,0,0,0,0,0,0,0,0
52791,3:22:29 PM,1,2,0,0,0,0,0,0
52792,3:22:29 PM,1,3,1,0,0,0,0,0
52793,3:22:29 PM,0,0,0,0,0,0,0,0
52794,3:22:29 PM,0,2,1,0,0,0,0,0
52795,3:22:29 PM,2,1,1,0,0,0,0,0
52796,3:22:29 PM,0,1,0,0,0,0,0,0
52797,3:22:29 PM,2,1,3,0,0,0,0,0
52798,3:22:29 PM,1,0,2,0,0,0,0,0
52799,3:22:29 PM,0,0,0,0,0,0,0,0
52800,3:22:29 PM,0,0,0,0,0,0,0,0
52801,3:22:30 PM,0,1,0,0,0,0,0,0
52802,3:22:30 PM,0,2,1,0,0,0,0,0
52803,3:22:30 PM,0,2,1,0,0,0,0,0
52804,3:22:30 PM,2,1,0,0,0,0,0,0
52805,3:22:30 PM,0,1,0,0,0,0,0,0
52806,3:22:30 PM,0,1,0,0,0,0,0,0
52807,3:22:30 PM,0,1,0,0,0,0,0,0
52808,3:22:30 PM,2,1,1,0,0,0,0,0
52809,3:22:30 PM,1,1,0,0,0,0,0,0
52810,3:22:30 PM,0,0,1,0,0,0,0,0
52811,3:22:30 PM,0,2,0,0,0,0,0,0
52812,3:22:30 PM,1,0,3,0,0,0,0,0
52813,3:22:30 PM,0,1,2,0,0,0,0,0
52814,3:22:30 PM,1,1,0,0,0,0,0,0
52815,3:22:30 PM,0,0,0,0,0,0,0,0
52816,3:22:30 PM,1,1,0,0,0,0,0,0
52817,3:22:30 PM,1,0,1,0,0,0,0,0
52818,3:22:30 PM,1,0,0,0,0,0,0,0
52819,3:22:30 PM,0,1,0,0,0,0,0,0
52820,3:22:30 PM,1,1,1,0,0,0,0,0
52821,3:22:30 PM,1,0,0,0,0,0,0,0
52822,3:22:30 PM,1,0,0,0,0,0,0,0
52823,3:22:30 PM,0,0,0,0,0,0,0,0
52824,3:22:30 PM,1,0,0,0,0,0,0,0
52825,3:22:30 PM,0,2,1,0,0,0,0,0
52826,3:22:30 PM,0,1,2,0,0,0,0,0
52827,3:22:30 PM,0,0,0,0,0,0,0,0
52828,3:22:30 PM,0,0,0,0,0,0,0,0
52829,3:22:30 PM,0,0,3,0,0,0,0,0
52830,3:22:30 PM,1,1,0,0,0,0,0,0
52831,3:22:30 PM,0,1,0,0,0,0,0,0
52832,3:22:30 PM,0,0,1,0,0,0,0,0
52833,3:22:30 PM,0,0,2,0,0,0,0,0
52834,3:22:30 PM,1,1,1,0,0,0,0,0
52835,3:22:30 PM,1,1,0,0,0,0,0,0
52836,3:22:30 PM,0,0,0,0,0,0,0,0
52837,3:22:30 PM,1,0,0,0,0,0,0,0
52838,3:22:30 PM,2,2,2,0,0,0,0,0
52839,3:22:30 PM,2,0,1,0,0,0,0,0
52840,3:22:30 PM,0,0,1,0,0,0,0,0
