,Time,Ch 1,Ch 2,Ch 3
148,3:19:45 PM,0,0,0
149,3:19:45 PM,0,1,0
150,3:19:45 PM,2,0,1
151,3:19:45 PM,0,1,0
152,3:19:45 PM,0,1,0
153,3:19:45 PM,1,0,0
154,3:19:45 PM,0,0,1
155,3:19:45 PM,0,1,0
156,3:19:45 PM,0,3,1
157,3:19:45 PM,1,0,0
158,3:19:45 PM,1,0,1
159,3:19:45 PM,0,0,0
160,3:19:45 PM,0,0,1
161,3:19:45 PM,0,0,2
162,3:19:45 PM,0,0,1
163,3:19:45 PM,0,0,0
164,3:19:45 PM,0,0,1
165,3:19:45 PM,0,2,0
166,3:19:45 PM,0,1,1
167,3:19:45 PM,0,0,1
168,3:19:45 PM,0,1,1
169,3:19:45 PM,0,0,0
170,3:19:45 PM,0,3,0
171,3:19:45 PM,0,0,1
172,3:19:45 PM,0,0,0
173,3:19:45 PM,1,0,1
174,3:19:45 PM,0,0,1
175,3:19:45 PM,0,1,1
176,3:19:45 PM,0,2,2
177,3:19:45 PM,0,1,0
178,3:19:45 PM,0,0,0
179,3:19:45 PM,0,0,1
180,3:19:45 PM,1,0,0
181,3:19:45 PM,1,0,2
182,3:19:45 PM,1,0,1
183,3:19:45 PM,0,0,1
184,3:19:45 PM,1,1,2
185,3:19:45 PM,1,3,0
186,3:19:45 PM,1,2,2
187,3:19:45 PM,0,2,0
188,3:19:45 PM,0,1,0
189,3:19:45 PM,1,0,3
190,3:19:45 PM,1,0,0
191,3:19:45 PM,0,0,1
192,3:19:45 PM,1,0,0
193,3:19:45 PM,0,2,2
194,3:19:45 PM,0,0,2
195,3:19:45 PM,1,0,2
196,3:19:45 PM,0,1,2
197,3:19:45 PM,5,0,0
198,3:19:45 PM,0,2,0
199,3:19:45 PM,1,3,1
200,3:19:45 PM,0,2,3
201,3:19:45 PM,0,0,3
202,3:19:45 PM,0,0,1
203,3:19:45 PM,1,0,0
204,3:19:45 PM,0,1,0
205,3:19:45 PM,2,0,0
206,3:19:45 PM,1,0,0
207,3:19:45 PM,0,1,1
208,3:19:45 PM,0,2,1
209,3:19:45 PM,1,1,1
210,3:19:45 PM,0,0,0
211,3:19:45 PM,1,1,0
212,3:19:45 PM,1,0,0
213,3:19:45 PM,0,0,1
214,3:19:45 PM,0,0,0
215,3:19:45 PM,0,0,1
216,3:19:45 PM,2,0,0
217,3:19:45 PM,0,0,0
218,3:19:45 PM,1,0,1
219,3:19:45 PM,3,0,0
220,3:19:45 PM,0,0,1
221,3:19:45 PM,0,0,0
222,3:19:45 PM,0,1,0
223,3:19:45 PM,0,1,0
224,3:19:45 PM,0,1,1
225,3:19:45 PM,5,0,1
226,3:19:45 PM,0,0,1
227,3:19:45 PM,1,1,1
228,3:19:45 PM,1,1,0
229,3:19:45 PM,0,2,0
230,3:19:45 PM,1,1,1
231,3:19:45 PM,0,1,0
232,3:19:45 PM,0,0,0
233,3:19:45 PM,0,1,0
234,3:19:45 PM,1,3,0
235,3:19:45 PM,1,0,0
236,3:19:45 PM,0,1,1
237,3:19:45 PM,1,0,1
238,3:19:45 PM,0,1,0
239,3:19:45 PM,0,0,1
240,3:19:45 PM,0,2,2
241,3:19:45 PM,1,1,0
242,3:19:45 PM,0,0,1
243,3:19:45 PM,1,0,1
244,3:19:45 PM,0,0,1
245,3:19:45 PM,1,1,0
246,3:19:45 PM,1,0,1
247,3:19:45 PM,0,1,0
248,3:19:45 PM,0,1,0
249,3:19:45 PM,0,1,0
250,3:19:45 PM,1,1,0
251,3:19:45 PM,1,0,0
252,3:19:45 PM,1,2,1
253,3:19:45 PM,0,1,1
254,3:19:45 PM,0,0,0
255,3:19:45 PM,2,1,0
256,3:19:45 PM,0,0,0
257,3:19:45 PM,2,0,3
258,3:19:45 PM,3,0,1
259,3:19:45 PM,0,2,0
260,3:19:45 PM,0,0,0
261,3:19:45 PM,0,1,2
262,3:19:45 PM,1,0,2
263,3:19:45 PM,1,1,1
264,3:19:45 PM,3,0,0
265,3:19:45 PM,1,0,0
266,3:19:45 PM,1,0,3
267,3:19:45 PM,0,0,0
268,3:19:45 PM,0,1,0
269,3:19:45 PM,0,1,1
270,3:19:45 PM,1,0,0
271,3:19:45 PM,0,0,1
272,3:19:45 PM,0,0,1
273,3:19:45 PM,0,1,0
274,3:19:45 PM,0,1,1
275,3:19:45 PM,0,0,0
276,3:19:45 PM,1,1,0
277,3:19:45 PM,1,0,0
278,3:19:45 PM,1,0,0
279,3:19:45 PM,1,0,0
280,3:19:45 PM,1,1,0
281,3:19:45 PM,0,0,0
282,3:19:45 PM,0,2,1
283,3:19:45 PM,0,1,0
284,3:19:45 PM,0,1,0
285,3:19:45 PM,0,0,0
286,3:19:45 PM,0,1,0
287,3:19:45 PM,0,0,1
288,3:19:45 PM,0,1,0
289,3:19:45 PM,0,0,2
290,3:19:45 PM,0,0,1
291,3:19:45 PM,0,0,1
292,3:19:45 PM,0,0,2
293,3:19:45 PM,4,2,0
294,3:19:45 PM,0,1,1
295,3:19:45 PM,0,0,0
296,3:19:45 PM,2,0,1
297,3:19:45 PM,0,0,1
298,3:19:45 PM,0,1,1
299,3:19:45 PM,0,0,0
300,3:19:45 PM,1,3,2
301,3:19:45 PM,0,1,2
302,3:19:45 PM,1,2,2
303,3:19:45 PM,0,1,2
304,3:19:45 PM,0,0,1
305,3:19:45 PM,2,0,2
306,3:19:45 PM,0,1,2
307,3:19:45 PM,2,1,0
308,3:19:45 PM,1,0,2
309,3:19:45 PM,0,0,1
310,3:19:45 PM,2,2,2
311,3:19:45 PM,2,0,1
312,3:19:45 PM,1,2,1
313,3:19:45 PM,0,0,0
314,3:19:45 PM,1,1,1
315,3:19:45 PM,0,0,2
316,3:19:45 PM,0,0,0
317,3:19:45 PM,1,0,0
318,3:19:45 PM,0,1,0
319,3:19:45 PM,0,0,2
320,3:19:46 PM,2,0,2
321,3:19:46 PM,0,0,0
322,3:19:46 PM,0,0,1
323,3:19:46 PM,0,1,0
324,3:19:46 PM,1,1,0
325,3:19:46 PM,0,1,0
326,3:19:46 PM,0,0,2
327,3:19:46 PM,1,0,0
328,3:19:46 PM,1,0,3
329,3:19:46 PM,1,0,1
330,3:19:46 PM,0,0,0
331,3:19:46 PM,1,0,1
332,3:19:46 PM,0,0,0
333,3:19:46 PM,0,2,1
334,3:19:46 PM,0,0,0
335,3:19:46 PM,0,0,1
336,3:19:46 PM,0,1,0
337,3:19:46 PM,0,1,0
338,3:19:46 PM,0,2,1
339,3:19:46 PM,1,2,0
340,3:19:46 PM,0,1,0
341,3:19:46 PM,0,0,0
342,3:19:46 PM,1,0,0
343,3:19:46 PM,1,1,0
344,3:19:46 PM,1,1,3
345,3:19:46 PM,1,1,1
346,3:19:46 PM,2,2,0
347,3:19:46 PM,1,0,0
348,3:19:46 PM,2,1,1
349,3:19:46 PM,1,1,0
350,3:19:46 PM,1,0,0
351,3:19:46 PM,0,0,0
352,3:19:46 PM,0,0,1
353,3:19:46 PM,1,0,1
354,3:19:46 PM,1,0,0
355,3:19:46 PM,0,0,0
356,3:19:46 PM,2,1,0
357,3:19:46 PM,2,2,0
358,3:19:46 PM,0,0,2
359,3:19:46 PM,0,0,1
360,3:19:46 PM,0,0,0
361,3:19:46 PM,1,1,1
362,3:19:46 PM,1,1,0
363,3:19:46 PM,0,0,0
364,3:19:46 PM,0,2,0
365,3:19:46 PM,1,0,1
366,3:19:46 PM,1,0,1
367,3:19:46 PM,1,1,1
368,3:19:46 PM,0,1,1
369,3:19:46 PM,1,0,1
370,3:19:46 PM,1,1,2
371,3:19:46 PM,2,1,0
372,3:19:46 PM,1,2,1
373,3:19:46 PM,0,0,0
374,3:19:46 PM,0,0,0
375,3:19:46 PM,0,1,0
376,3:19:46 PM,0,0,1
377,3:19:46 PM,0,2,0
378,3:19:46 PM,1,1,0
379,3:19:46 PM,1,1,1
380,3:19:46 PM,0,2,0
381,3:19:46 PM,0,1,2
382,3:19:46 PM,1,0,2
383,3:19:46 PM,0,0,1
384,3:19:46 PM,1,0,1
385,3:19:46 PM,1,0,0
386,3:19:46 PM,0,0,0
387,3:19:46 PM,0,0,2
388,3:19:46 PM,0,1,1
389,3:19:46 PM,0,1,3
390,3:19:46 PM,0,0,0
391,3:19:46 PM,2,2,0
392,3:19:46 PM,0,0,1
393,3:19:46 PM,0,1,1
394,3:19:46 PM,1,0,1
395,3:19:46 PM,0,2,1
396,3:19:46 PM,1,2,1
397,3:19:46 PM,0,2,1
398,3:19:46 PM,1,0,0
399,3:19:46 PM,0,2,0
400,3:19:46 PM,0,4,0
401,3:19:46 PM,0,1,0
402,3:19:46 PM,0,0,0
403,3:19:46 PM,2,0,1
404,3:19:46 PM,0,2,0
405,3:19:46 PM,1,2,2
406,3:19:46 PM,1,0,0
407,3:19:46 PM,1,0,0
408,3:19:46 PM,0,0,1
409,3:19:46 PM,1,0,1
410,3:19:46 PM,0,2,2
411,3:19:46 PM,0,0,0
412,3:19:46 PM,3,3,2
413,3:19:46 PM,3,0,0
414,3:19:46 PM,2,0,0
415,3:19:46 PM,0,0,0
416,3:19:46 PM,0,0,1
417,3:19:46 PM,1,0,0
418,3:19:46 PM,0,2,0
419,3:19:46 PM,0,1,1
420,3:19:46 PM,1,1,0
421,3:19:46 PM,1,1,1
422,3:19:46 PM,0,0,1
423,3:19:46 PM,0,0,0
424,3:19:46 PM,1,0,0
425,3:19:46 PM,0,1,1
426,3:19:46 PM,1,1,1
427,3:19:46 PM,2,2,1
428,3:19:46 PM,2,0,0
429,3:19:46 PM,0,0,0
430,3:19:46 PM,1,2,0
431,3:19:46 PM,0,0,0
432,3:19:46 PM,1,1,1
433,3:19:46 PM,1,1,1
434,3:19:46 PM,0,0,0
435,3:19:46 PM,0,1,0
436,3:19:46 PM,1,1,0
437,3:19:46 PM,1,1,0
438,3:19:46 PM,0,0,2
439,3:19:46 PM,0,0,0
440,3:19:46 PM,0,1,1
441,3:19:46 PM,0,0,0
442,3:19:46 PM,1,1,0
443,3:19:46 PM,0,0,0
444,3:19:46 PM,0,1,0
445,3:19:46 PM,0,0,0
446,3:19:46 PM,0,0,2
447,3:19:46 PM,2,0,0
448,3:19:46 PM,0,2,0
449,3:19:46 PM,1,2,0
450,3:19:46 PM,0,2,0
451,3:19:46 PM,1,1,1
452,3:19:46 PM,0,1,1
453,3:19:46 PM,1,3,0
454,3:19:46 PM,3,2,1
455,3:19:46 PM,0,0,1
456,3:19:46 PM,0,0,1
457,3:19:46 PM,0,1,0
458,3:19:46 PM,0,2,1
459,3:19:46 PM,0,0,2
460,3:19:46 PM,0,0,0
461,3:19:46 PM,0,1,0
462,3:19:46 PM,2,0,0
463,3:19:46 PM,3,0,0
464,3:19:46 PM,0,0,2
465,3:19:46 PM,0,0,1
466,3:19:46 PM,2,1,1
467,3:19:46 PM,0,1,1
468,3:19:46 PM,0,0,0
469,3:19:46 PM,0,3,0
470,3:19:46 PM,0,0,0
471,3:19:46 PM,1,0,0
472,3:19:46 PM,0,1,1
473,3:19:46 PM,0,0,0
474,3:19:46 PM,0,2,0
475,3:19:46 PM,0,1,2
476,3:19:46 PM,0,0,1
477,3:19:46 PM,0,2,1
478,3:19:46 PM,1,0,0
479,3:19:46 PM,0,1,0
480,3:19:46 PM,0,0,0
481,3:19:46 PM,0,2,0
482,3:19:46 PM,0,2,0
483,3:19:46 PM,1,0,2
484,3:19:46 PM,0,1,0
485,3:19:46 PM,1,0,2
486,3:19:46 PM,0,0,1
487,3:19:46 PM,0,0,0
488,3:19:46 PM,0,0,0
489,3:19:46 PM,3,0,0
490,3:19:46 PM,1,0,1
491,3:19:46 PM,1,1,1
492,3:19:46 PM,1,0,0
493,3:19:46 PM,1,1,0
494,3:19:46 PM,1,0,1
495,3:19:46 PM,1,0,0
496,3:19:46 PM,2,0,0
497,3:19:46 PM,0,2,1
498,3:19:46 PM,0,1,0
499,3:19:46 PM,1,0,0
500,3:19:46 PM,0,1,0
501,3:19:46 PM,0,1,2
502,3:19:46 PM,1,0,0
503,3:19:46 PM,0,0,0
504,3:19:46 PM,1,2,1
505,3:19:46 PM,0,1,1
506,3:19:46 PM,0,0,0
507,3:19:46 PM,0,1,0
508,3:19:46 PM,0,0,0
509,3:19:46 PM,1,0,2
510,3:19:46 PM,0,1,2
511,3:19:46 PM,0,1,3
512,3:19:46 PM,2,0,0
513,3:19:46 PM,0,1,0
514,3:19:46 PM,1,0,2
515,3:19:46 PM,0,0,2
516,3:19:46 PM,1,1,1
517,3:19:46 PM,0,1,1
518,3:19:46 PM,0,2,0
519,3:19:46 PM,0,0,1
520,3:19:46 PM,1,0,0
521,3:19:46 PM,1,3,0
522,3:19:46 PM,2,1,0
523,3:19:46 PM,0,1,0
524,3:19:46 PM,1,0,0
525,3:19:46 PM,0,1,1
526,3:19:46 PM,1,1,0
527,3:19:46 PM,1,1,1
528,3:19:46 PM,1,0,2
529,3:19:46 PM,1,1,0
530,3:19:46 PM,0,0,1
531,3:19:46 PM,1,0,0
532,3:19:46 PM,0,2,1
533,3:19:46 PM,1,1,0
534,3:19:46 PM,0,0,1
535,3:19:46 PM,0,1,0
536,3:19:46 PM,0,0,0
537,3:19:46 PM,1,1,2
538,3:19:46 PM,0,1,1
539,3:19:46 PM,0,0,0
540,3:19:46 PM,0,0,1
541,3:19:46 PM,2,2,0
542,3:19:46 PM,1,0,2
543,3:19:46 PM,0,1,0
544,3:19:46 PM,0,1,1
545,3:19:46 PM,0,0,1
546,3:19:46 PM,1,3,1
547,3:19:46 PM,0,0,0
548,3:19:46 PM,0,0,0
549,3:19:46 PM,0,1,2
550,3:19:46 PM,0,0,0
551,3:19:46 PM,0,0,0
552,3:19:46 PM,1,1,0
553,3:19:46 PM,0,0,0
554,3:19:46 PM,1,0,0
555,3:19:46 PM,1,2,0
556,3:19:46 PM,1,0,1
557,3:19:46 PM,0,1,1
558,3:19:46 PM,0,2,0
559,3:19:46 PM,1,1,1
560,3:19:46 PM,1,0,0
561,3:19:46 PM,0,0,1
562,3:19:46 PM,0,2,1
563,3:19:46 PM,0,0,0
564,3:19:46 PM,1,0,1
565,3:19:46 PM,0,1,3
566,3:19:46 PM,1,2,1
567,3:19:46 PM,0,1,1
568,3:19:46 PM,0,0,0
569,3:19:46 PM,0,1,1
570,3:19:46 PM,1,1,0
571,3:19:46 PM,1,1,2
572,3:19:46 PM,1,0,0
573,3:19:46 PM,0,1,0
574,3:19:46 PM,0,1,1
575,3:19:46 PM,0,0,1
576,3:19:46 PM,1,2,1
577,3:19:46 PM,1,1,0
578,3:19:46 PM,0,0,0
579,3:19:46 PM,1,2,0
580,3:19:46 PM,1,0,0
581,3:19:46 PM,0,1,0
582,3:19:46 PM,0,1,1
583,3:19:46 PM,0,0,0
584,3:19:46 PM,0,0,1
585,3:19:46 PM,0,0,0
586,3:19:46 PM,0,1,0
587,3:19:46 PM,1,0,1
588,3:19:46 PM,1,2,0
589,3:19:46 PM,0,2,1
590,3:19:46 PM,0,0,0
591,3:19:46 PM,0,1,1
592,3:19:46 PM,1,0,0
593,3:19:46 PM,1,2,1
594,3:19:46 PM,0,0,0
595,3:19:46 PM,0,0,1
596,3:19:46 PM,0,0,0
597,3:19:46 PM,0,0,0
598,3:19:46 PM,2,0,1
599,3:19:46 PM,0,0,1
600,3:19:46 PM,1,3,0
601,3:19:46 PM,2,0,1
602,3:19:46 PM,1,0,0
603,3:19:46 PM,2,1,1
604,3:19:46 PM,0,1,1
605,3:19:46 PM,1,1,0
606,3:19:46 PM,0,0,0
607,3:19:46 PM,0,1,0
608,3:19:46 PM,0,0,0
609,3:19:46 PM,1,2,0
610,3:19:46 PM,1,0,1
611,3:19:46 PM,1,1,1
612,3:19:46 PM,0,0,1
613,3:19:46 PM,0,0,0
614,3:19:46 PM,0,2,1
615,3:19:46 PM,0,0,1
616,3:19:46 PM,1,0,0
617,3:19:46 PM,0,1,0
618,3:19:46 PM,1,1,1
619,3:19:46 PM,0,0,0
620,3:19:46 PM,0,1,3
621,3:19:46 PM,1,1,0
622,3:19:46 PM,0,0,0
623,3:19:46 PM,2,0,1
624,3:19:46 PM,1,0,0
625,3:19:46 PM,0,0,1
626,3:19:46 PM,0,0,0
627,3:19:46 PM,3,2,1
628,3:19:46 PM,0,2,1
629,3:19:46 PM,0,0,0
630,3:19:46 PM,0,1,0
631,3:19:46 PM,0,0,1
632,3:19:46 PM,1,0,0
633,3:19:46 PM,0,2,1
634,3:19:46 PM,0,0,2
635,3:19:46 PM,0,0,1
636,3:19:46 PM,1,2,0
637,3:19:46 PM,0,0,0
638,3:19:46 PM,0,1,1
639,3:19:46 PM,2,1,0
640,3:19:46 PM,0,1,0
641,3:19:46 PM,1,0,0
642,3:19:46 PM,0,1,0
643,3:19:46 PM,1,0,1
644,3:19:46 PM,0,1,1
645,3:19:46 PM,1,0,1
646,3:19:46 PM,1,1,1
647,3:19:46 PM,1,0,2
648,3:19:46 PM,0,0,0
649,3:19:46 PM,2,1,2
650,3:19:46 PM,1,0,0
651,3:19:46 PM,0,0,0
652,3:19:46 PM,0,0,1
653,3:19:46 PM,0,1,1
654,3:19:46 PM,0,1,1
655,3:19:46 PM,0,2,1
656,3:19:46 PM,2,1,0
657,3:19:46 PM,0,0,1
658,3:19:46 PM,1,0,1
659,3:19:46 PM,0,0,0
660,3:19:46 PM,1,0,1
661,3:19:46 PM,0,1,1
662,3:19:46 PM,0,0,0
663,3:19:46 PM,0,1,0
664,3:19:46 PM,0,0,0
665,3:19:46 PM,2,1,2
666,3:19:46 PM,0,1,1
667,3:19:46 PM,1,0,2
668,3:19:46 PM,0,0,0
669,3:19:46 PM,0,0,0
670,3:19:46 PM,0,1,0
671,3:19:46 PM,1,1,1
672,3:19:46 PM,0,0,0
673,3:19:46 PM,1,0,1
674,3:19:46 PM,0,0,0
675,3:19:46 PM,0,0,1
676,3:19:46 PM,0,0,0
677,3:19:46 PM,1,1,2
678,3:19:46 PM,1,1,0
679,3:19:46 PM,1,0,2
680,3:19:46 PM,0,1,2
681,3:19:46 PM,0,0,0
682,3:19:46 PM,0,0,2
683,3:19:46 PM,0,2,2
684,3:19:46 PM,0,0,0
685,3:19:46 PM,1,0,3
686,3:19:46 PM,0,1,0
687,3:19:46 PM,0,0,2
688,3:19:46 PM,0,0,1
689,3:19:46 PM,0,1,1
690,3:19:46 PM,0,0,1
691,3:19:46 PM,0,1,1
692,3:19:46 PM,0,0,1
693,3:19:46 PM,1,2,0
694,3:19:46 PM,0,0,2
695,3:19:46 PM,3,0,1
696,3:19:46 PM,0,0,2
697,3:19:46 PM,2,2,3
698,3:19:46 PM,0,0,0
699,3:19:46 PM,0,0,1
700,3:19:46 PM,0,1,1
701,3:19:46 PM,0,0,0
702,3:19:46 PM,1,0,0
703,3:19:46 PM,0,1,0
704,3:19:46 PM,0,0,2
705,3:19:46 PM,0,0,1
706,3:19:46 PM,1,0,0
707,3:19:46 PM,2,0,0
708,3:19:46 PM,0,1,0
709,3:19:46 PM,2,2,1
710,3:19:46 PM,1,2,0
711,3:19:46 PM,1,1,0
712,3:19:46 PM,0,1,1
713,3:19:46 PM,0,2,0
714,3:19:46 PM,1,0,0
715,3:19:46 PM,0,1,0
716,3:19:46 PM,0,1,3
717,3:19:46 PM,3,0,2
718,3:19:46 PM,0,0,3
719,3:19:46 PM,0,3,1
720,3:19:46 PM,0,2,0
721,3:19:46 PM,0,0,0
722,3:19:46 PM,0,0,1
723,3:19:46 PM,0,1,0
724,3:19:46 PM,3,0,0
725,3:19:46 PM,2,1,1
726,3:19:46 PM,0,0,1
727,3:19:46 PM,0,0,1
728,3:19:46 PM,0,0,1
729,3:19:46 PM,1,2,1
730,3:19:46 PM,0,2,1
731,3:19:46 PM,2,2,1
732,3:19:46 PM,0,1,2
733,3:19:46 PM,2,0,1
734,3:19:46 PM,1,0,0
735,3:19:46 PM,1,1,2
736,3:19:46 PM,1,1,0
737,3:19:46 PM,1,1,1
738,3:19:46 PM,0,1,0
739,3:19:46 PM,0,0,0
740,3:19:46 PM,0,1,0
741,3:19:46 PM,1,0,0
742,3:19:46 PM,1,1,1
743,3:19:46 PM,1,1,0
744,3:19:46 PM,0,0,1
745,3:19:46 PM,0,0,0
746,3:19:46 PM,2,0,1
747,3:19:46 PM,0,1,0
748,3:19:46 PM,0,1,0
749,3:19:46 PM,0,0,0
750,3:19:46 PM,0,0,1
751,3:19:46 PM,2,0,1
752,3:19:46 PM,0,1,1
753,3:19:46 PM,0,2,0
754,3:19:46 PM,0,1,0
755,3:19:46 PM,1,0,1
756,3:19:46 PM,0,0,0
757,3:19:46 PM,0,1,1
758,3:19:46 PM,1,0,1
759,3:19:46 PM,0,0,1
760,3:19:46 PM,2,1,2
761,3:19:46 PM,0,0,0
762,3:19:46 PM,0,0,0
763,3:19:46 PM,0,0,1
764,3:19:46 PM,0,0,0
765,3:19:46 PM,0,0,2
766,3:19:46 PM,0,0,0
767,3:19:46 PM,1,1,0
768,3:19:46 PM,2,0,1
769,3:19:46 PM,1,1,0
770,3:19:46 PM,0,4,0
771,3:19:46 PM,1,0,1
772,3:19:46 PM,0,0,0
773,3:19:46 PM,0,1,0
774,3:19:46 PM,0,0,0
775,3:19:46 PM,0,0,2
776,3:19:46 PM,0,2,0
777,3:19:46 PM,1,1,1
778,3:19:46 PM,0,0,1
779,3:19:46 PM,0,1,1
780,3:19:46 PM,0,0,0
781,3:19:46 PM,0,0,0
782,3:19:46 PM,0,2,0
783,3:19:46 PM,0,1,0
784,3:19:46 PM,0,0,1
785,3:19:46 PM,0,1,0
786,3:19:46 PM,1,0,1
787,3:19:46 PM,0,1,1
788,3:19:46 PM,0,0,0
789,3:19:46 PM,0,0,2
790,3:19:46 PM,0,1,2
791,3:19:46 PM,1,1,0
792,3:19:46 PM,2,0,1
793,3:19:46 PM,0,0,0
794,3:19:46 PM,1,0,2
795,3:19:46 PM,1,0,1
796,3:19:46 PM,0,0,2
797,3:19:46 PM,1,0,1
798,3:19:46 PM,2,0,1
799,3:19:46 PM,0,0,1
800,3:19:46 PM,1,1,1
801,3:19:46 PM,1,1,1
802,3:19:46 PM,1,1,2
803,3:19:46 PM,0,2,2
804,3:19:46 PM,1,0,2
805,3:19:46 PM,0,0,1
806,3:19:46 PM,0,1,1
807,3:19:46 PM,1,1,0
808,3:19:46 PM,2,0,0
809,3:19:46 PM,1,0,1
810,3:19:46 PM,0,1,1
811,3:19:46 PM,0,1,0
812,3:19:46 PM,0,2,0
813,3:19:46 PM,1,0,1
814,3:19:46 PM,0,1,0
815,3:19:46 PM,0,0,0
816,3:19:46 PM,3,0,0
817,3:19:46 PM,0,1,0
818,3:19:46 PM,0,0,1
819,3:19:46 PM,0,0,1
