,Time,Ch 1,Ch 2,Ch 3
7296,3:19:54 PM,1,0,0
7297,3:19:54 PM,0,1,0
7298,3:19:54 PM,2,0,0
7299,3:19:54 PM,0,0,0
7300,3:19:54 PM,2,0,0
7301,3:19:54 PM,0,0,1
7302,3:19:54 PM,1,1,0
7303,3:19:54 PM,1,0,1
7304,3:19:54 PM,0,0,0
7305,3:19:54 PM,0,1,0
7306,3:19:54 PM,1,0,1
7307,3:19:54 PM,1,1,0
7308,3:19:54 PM,0,1,0
7309,3:19:54 PM,1,0,0
7310,3:19:54 PM,1,1,0
7311,3:19:54 PM,0,1,0
7312,3:19:54 PM,0,0,0
7313,3:19:54 PM,0,1,1
7314,3:19:54 PM,3,1,0
7315,3:19:54 PM,0,0,0
7316,3:19:54 PM,0,0,1
7317,3:19:54 PM,0,0,1
7318,3:19:54 PM,2,0,2
7319,3:19:54 PM,0,1,1
7320,3:19:54 PM,0,1,2
7321,3:19:54 PM,1,0,1
7322,3:19:54 PM,0,0,1
7323,3:19:54 PM,0,0,1
7324,3:19:54 PM,0,0,0
7325,3:19:54 PM,0,1,0
7326,3:19:54 PM,1,2,0
7327,3:19:54 PM,0,0,0
7328,3:19:54 PM,1,3,0
7329,3:19:54 PM,0,2,0
7330,3:19:54 PM,0,0,1
7331,3:19:54 PM,0,1,0
7332,3:19:54 PM,1,0,0
7333,3:19:54 PM,1,0,0
7334,3:19:54 PM,1,4,0
7335,3:19:54 PM,1,0,0
7336,3:19:54 PM,0,1,0
7337,3:19:54 PM,2,0,0
7338,3:19:54 PM,0,0,0
7339,3:19:54 PM,1,0,2
7340,3:19:54 PM,1,1,2
7341,3:19:54 PM,1,0,2
7342,3:19:54 PM,0,1,0
7343,3:19:54 PM,1,1,0
7344,3:19:54 PM,0,0,0
7345,3:19:54 PM,0,0,1
7346,3:19:54 PM,0,0,0
7347,3:19:54 PM,0,1,1
7348,3:19:54 PM,0,3,2
7349,3:19:54 PM,0,0,0
7350,3:19:54 PM,1,0,2
7351,3:19:54 PM,0,1,0
7352,3:19:54 PM,0,0,0
7353,3:19:54 PM,0,0,0
7354,3:19:54 PM,1,0,1
7355,3:19:54 PM,1,0,1
7356,3:19:54 PM,0,1,1
7357,3:19:54 PM,1,0,1
7358,3:19:54 PM,1,0,1
7359,3:19:54 PM,3,0,0
7360,3:19:55 PM,0,0,0
7361,3:19:55 PM,1,0,1
7362,3:19:55 PM,1,0,0
7363,3:19:55 PM,1,0,1
7364,3:19:55 PM,0,0,1
7365,3:19:55 PM,1,0,1
7366,3:19:55 PM,0,0,1
7367,3:19:55 PM,2,1,0
7368,3:19:55 PM,1,1,0
7369,3:19:55 PM,0,0,0
7370,3:19:55 PM,1,0,0
7371,3:19:55 PM,0,1,1
7372,3:19:55 PM,0,0,2
7373,3:19:55 PM,3,0,0
7374,3:19:55 PM,0,1,0
7375,3:19:55 PM,0,1,1
7376,3:19:55 PM,1,0,1
7377,3:19:55 PM,2,1,1
7378,3:19:55 PM,0,0,0
7379,3:19:55 PM,0,0,0
7380,3:19:55 PM,0,1,1
7381,3:19:55 PM,1,1,0
7382,3:19:55 PM,0,1,1
7383,3:19:55 PM,0,1,1
7384,3:19:55 PM,1,1,0
7385,3:19:55 PM,0,1,1
7386,3:19:55 PM,1,2,0
7387,3:19:55 PM,0,1,2
7388,3:19:55 PM,0,1,0
7389,3:19:55 PM,1,1,1
7390,3:19:55 PM,1,0,0
7391,3:19:55 PM,0,1,0
7392,3:19:55 PM,1,0,0
7393,3:19:55 PM,0,1,1
7394,3:19:55 PM,0,0,2
7395,3:19:55 PM,1,0,0
7396,3:19:55 PM,0,0,1
7397,3:19:55 PM,0,0,1
7398,3:19:55 PM,0,1,0
7399,3:19:55 PM,0,1,1
7400,3:19:55 PM,0,1,1
7401,3:19:55 PM,2,0,0
7402,3:19:55 PM,0,1,1
7403,3:19:55 PM,3,0,0
7404,3:19:55 PM,0,0,1
7405,3:19:55 PM,0,0,0
7406,3:19:55 PM,2,1,0
7407,3:19:55 PM,0,1,0
7408,3:19:55 PM,0,0,2
7409,3:19:55 PM,0,1,0
7410,3:19:55 PM,0,0,1
7411,3:19:55 PM,0,0,4
7412,3:19:55 PM,0,0,0
7413,3:19:55 PM,1,1,1
7414,3:19:55 PM,1,0,0
7415,3:19:55 PM,0,1,1
7416,3:19:55 PM,0,1,0
7417,3:19:55 PM,0,1,1
7418,3:19:55 PM,1,2,2
7419,3:19:55 PM,0,1,0
7420,3:19:55 PM,0,1,0
7421,3:19:55 PM,0,0,0
7422,3:19:55 PM,1,0,1
7423,3:19:55 PM,0,0,1
7424,3:19:55 PM,0,1,0
7425,3:19:55 PM,0,0,0
7426,3:19:55 PM,1,0,3
7427,3:19:55 PM,0,2,1
7428,3:19:55 PM,0,1,0
7429,3:19:55 PM,2,2,0
7430,3:19:55 PM,1,0,1
7431,3:19:55 PM,0,1,0
7432,3:19:55 PM,1,1,0
7433,3:19:55 PM,1,0,1
7434,3:19:55 PM,0,4,2
7435,3:19:55 PM,0,1,0
7436,3:19:55 PM,0,1,0
7437,3:19:55 PM,0,1,0
7438,3:19:55 PM,0,0,1
7439,3:19:55 PM,2,0,2
7440,3:19:55 PM,0,0,1
7441,3:19:55 PM,0,0,1
7442,3:19:55 PM,0,0,0
7443,3:19:55 PM,1,2,1
7444,3:19:55 PM,1,1,0
7445,3:19:55 PM,0,0,0
7446,3:19:55 PM,1,1,0
7447,3:19:55 PM,0,1,1
7448,3:19:55 PM,1,0,1
7449,3:19:55 PM,0,0,0
7450,3:19:55 PM,1,1,0
7451,3:19:55 PM,0,0,1
7452,3:19:55 PM,0,0,1
7453,3:19:55 PM,0,1,0
7454,3:19:55 PM,2,2,1
7455,3:19:55 PM,1,0,0
7456,3:19:55 PM,0,0,1
7457,3:19:55 PM,0,0,2
7458,3:19:55 PM,0,1,0
7459,3:19:55 PM,0,0,0
7460,3:19:55 PM,0,2,0
7461,3:19:55 PM,2,0,1
7462,3:19:55 PM,1,2,1
7463,3:19:55 PM,0,1,1
7464,3:19:55 PM,0,0,0
7465,3:19:55 PM,0,0,0
7466,3:19:55 PM,0,0,2
7467,3:19:55 PM,2,1,0
7468,3:19:55 PM,0,0,1
7469,3:19:55 PM,0,0,1
7470,3:19:55 PM,0,2,1
7471,3:19:55 PM,0,1,1
7472,3:19:55 PM,3,0,0
7473,3:19:55 PM,0,1,2
7474,3:19:55 PM,1,1,1
7475,3:19:55 PM,0,2,1
7476,3:19:55 PM,1,1,1
7477,3:19:55 PM,2,1,1
7478,3:19:55 PM,2,1,0
7479,3:19:55 PM,1,1,0
7480,3:19:55 PM,0,0,0
7481,3:19:55 PM,0,1,0
7482,3:19:55 PM,0,0,2
7483,3:19:55 PM,2,3,0
7484,3:19:55 PM,0,1,2
7485,3:19:55 PM,0,1,0
7486,3:19:55 PM,0,0,0
7487,3:19:55 PM,0,1,1
7488,3:19:55 PM,2,1,0
7489,3:19:55 PM,0,0,0
7490,3:19:55 PM,1,0,3
7491,3:19:55 PM,0,0,0
7492,3:19:55 PM,0,0,3
7493,3:19:55 PM,0,1,1
7494,3:19:55 PM,0,0,0
7495,3:19:55 PM,0,0,0
7496,3:19:55 PM,0,0,1
7497,3:19:55 PM,0,0,1
7498,3:19:55 PM,0,2,1
7499,3:19:55 PM,0,0,0
7500,3:19:55 PM,1,2,0
7501,3:19:55 PM,0,1,0
7502,3:19:55 PM,2,0,1
7503,3:19:55 PM,0,1,1
7504,3:19:55 PM,0,1,0
7505,3:19:55 PM,1,0,2
7506,3:19:55 PM,0,1,0
7507,3:19:55 PM,2,2,1
7508,3:19:55 PM,0,1,0
7509,3:19:55 PM,0,1,1
7510,3:19:55 PM,0,1,2
7511,3:19:55 PM,0,0,0
7512,3:19:55 PM,1,2,2
7513,3:19:55 PM,2,0,1
7514,3:19:55 PM,2,0,0
7515,3:19:55 PM,0,1,1
7516,3:19:55 PM,0,1,2
7517,3:19:55 PM,1,1,0
7518,3:19:55 PM,0,0,0
7519,3:19:55 PM,0,1,0
7520,3:19:55 PM,1,1,0
7521,3:19:55 PM,0,0,1
7522,3:19:55 PM,0,0,0
7523,3:19:55 PM,1,0,1
7524,3:19:55 PM,0,0,0
7525,3:19:55 PM,0,0,0
7526,3:19:55 PM,0,0,0
7527,3:19:55 PM,0,0,0
7528,3:19:55 PM,2,0,1
7529,3:19:55 PM,0,1,2
7530,3:19:55 PM,2,1,0
7531,3:19:55 PM,0,1,0
7532,3:19:55 PM,1,0,0
7533,3:19:55 PM,1,0,0
7534,3:19:55 PM,2,0,2
7535,3:19:55 PM,0,0,1
7536,3:19:55 PM,1,0,1
7537,3:19:55 PM,2,0,1
7538,3:19:55 PM,1,1,0
7539,3:19:55 PM,1,1,0
7540,3:19:55 PM,0,0,2
7541,3:19:55 PM,0,0,0
7542,3:19:55 PM,0,2,1
7543,3:19:55 PM,0,0,1
7544,3:19:55 PM,0,0,4
7545,3:19:55 PM,1,1,1
7546,3:19:55 PM,1,0,0
7547,3:19:55 PM,1,2,1
7548,3:19:55 PM,0,1,1
7549,3:19:55 PM,1,0,0
7550,3:19:55 PM,0,0,1
7551,3:19:55 PM,0,0,1
7552,3:19:55 PM,2,1,0
7553,3:19:55 PM,3,1,1
7554,3:19:55 PM,0,2,0
7555,3:19:55 PM,1,0,0
7556,3:19:55 PM,0,0,0
7557,3:19:55 PM,0,0,0
7558,3:19:55 PM,0,1,0
7559,3:19:55 PM,0,0,0
7560,3:19:55 PM,0,0,0
7561,3:19:55 PM,2,0,2
7562,3:19:55 PM,1,0,0
7563,3:19:55 PM,1,2,0
7564,3:19:55 PM,0,1,1
7565,3:19:55 PM,0,0,0
7566,3:19:55 PM,2,1,1
7567,3:19:55 PM,0,0,0
7568,3:19:55 PM,1,0,2
7569,3:19:55 PM,1,0,0
7570,3:19:55 PM,1,1,0
7571,3:19:55 PM,1,0,1
7572,3:19:55 PM,0,0,0
7573,3:19:55 PM,0,2,1
7574,3:19:55 PM,2,0,1
7575,3:19:55 PM,2,0,1
7576,3:19:55 PM,0,2,0
7577,3:19:55 PM,0,2,0
7578,3:19:55 PM,0,0,3
7579,3:19:55 PM,0,2,2
7580,3:19:55 PM,1,0,0
7581,3:19:55 PM,0,2,0
7582,3:19:55 PM,1,1,1
7583,3:19:55 PM,1,1,0
7584,3:19:55 PM,1,2,0
7585,3:19:55 PM,0,1,0
7586,3:19:55 PM,0,0,0
7587,3:19:55 PM,0,0,0
7588,3:19:55 PM,0,2,0
7589,3:19:55 PM,2,0,2
7590,3:19:55 PM,2,1,1
7591,3:19:55 PM,1,1,0
7592,3:19:55 PM,0,2,0
7593,3:19:55 PM,2,0,0
7594,3:19:55 PM,2,0,0
7595,3:19:55 PM,0,1,1
7596,3:19:55 PM,0,2,1
7597,3:19:55 PM,0,0,0
7598,3:19:55 PM,0,1,0
7599,3:19:55 PM,2,2,0
7600,3:19:55 PM,0,0,1
7601,3:19:55 PM,0,0,0
7602,3:19:55 PM,2,0,2
7603,3:19:55 PM,1,1,1
7604,3:19:55 PM,3,1,1
7605,3:19:55 PM,0,1,0
7606,3:19:55 PM,0,0,2
7607,3:19:55 PM,0,0,0
7608,3:19:55 PM,0,2,2
7609,3:19:55 PM,0,0,0
7610,3:19:55 PM,1,0,0
7611,3:19:55 PM,0,1,2
7612,3:19:55 PM,1,1,1
7613,3:19:55 PM,0,0,1
7614,3:19:55 PM,0,1,0
7615,3:19:55 PM,0,0,0
7616,3:19:55 PM,2,0,0
7617,3:19:55 PM,2,1,1
7618,3:19:55 PM,0,0,0
7619,3:19:55 PM,0,1,4
7620,3:19:55 PM,0,1,0
7621,3:19:55 PM,0,0,0
7622,3:19:55 PM,1,0,1
7623,3:19:55 PM,1,1,1
7624,3:19:55 PM,0,0,0
7625,3:19:55 PM,0,0,0
7626,3:19:55 PM,1,0,0
7627,3:19:55 PM,0,0,2
7628,3:19:55 PM,0,1,0
7629,3:19:55 PM,0,0,0
7630,3:19:55 PM,1,1,0
7631,3:19:55 PM,0,2,1
7632,3:19:55 PM,0,0,1
7633,3:19:55 PM,0,0,0
7634,3:19:55 PM,2,0,0
7635,3:19:55 PM,0,0,3
7636,3:19:55 PM,0,1,0
7637,3:19:55 PM,1,0,0
7638,3:19:55 PM,1,1,0
7639,3:19:55 PM,0,0,0
7640,3:19:55 PM,0,1,1
7641,3:19:55 PM,1,0,0
7642,3:19:55 PM,0,0,0
7643,3:19:55 PM,0,2,1
7644,3:19:55 PM,0,0,0
7645,3:19:55 PM,1,2,1
7646,3:19:55 PM,0,1,0
7647,3:19:55 PM,0,1,1
7648,3:19:55 PM,0,0,0
7649,3:19:55 PM,0,0,3
7650,3:19:55 PM,0,1,1
7651,3:19:55 PM,1,0,0
7652,3:19:55 PM,0,1,0
7653,3:19:55 PM,0,1,1
7654,3:19:55 PM,1,1,1
7655,3:19:55 PM,1,0,0
7656,3:19:55 PM,1,0,1
7657,3:19:55 PM,0,0,0
7658,3:19:55 PM,1,0,1
7659,3:19:55 PM,2,1,0
7660,3:19:55 PM,1,0,0
7661,3:19:55 PM,1,0,0
7662,3:19:55 PM,1,1,0
7663,3:19:55 PM,0,0,0
7664,3:19:55 PM,1,1,3
7665,3:19:55 PM,1,0,0
7666,3:19:55 PM,1,0,1
7667,3:19:55 PM,0,2,0
7668,3:19:55 PM,1,0,0
7669,3:19:55 PM,0,0,1
7670,3:19:55 PM,1,0,0
7671,3:19:55 PM,0,0,3
7672,3:19:55 PM,0,0,0
7673,3:19:55 PM,0,3,1
7674,3:19:55 PM,1,3,1
7675,3:19:55 PM,0,0,0
7676,3:19:55 PM,1,0,0
7677,3:19:55 PM,1,0,1
7678,3:19:55 PM,0,1,0
7679,3:19:55 PM,0,1,1
7680,3:19:55 PM,0,0,1
7681,3:19:55 PM,3,0,0
7682,3:19:55 PM,0,2,1
7683,3:19:55 PM,0,0,1
7684,3:19:55 PM,0,1,0
7685,3:19:55 PM,0,1,0
7686,3:19:55 PM,1,0,1
7687,3:19:55 PM,0,3,0
7688,3:19:55 PM,1,1,0
7689,3:19:55 PM,0,0,0
7690,3:19:55 PM,1,1,2
7691,3:19:55 PM,1,1,0
7692,3:19:55 PM,0,1,0
7693,3:19:55 PM,0,3,0
7694,3:19:55 PM,0,0,2
7695,3:19:55 PM,1,1,2
7696,3:19:55 PM,0,0,1
7697,3:19:55 PM,0,1,0
7698,3:19:55 PM,1,1,0
7699,3:19:55 PM,2,0,2
7700,3:19:55 PM,0,0,0
7701,3:19:55 PM,1,0,0
7702,3:19:55 PM,1,0,1
7703,3:19:55 PM,0,2,0
7704,3:19:55 PM,1,1,0
7705,3:19:55 PM,1,1,1
7706,3:19:55 PM,0,0,0
7707,3:19:55 PM,1,0,0
7708,3:19:55 PM,0,2,0
7709,3:19:55 PM,1,1,0
7710,3:19:55 PM,0,1,1
7711,3:19:55 PM,0,0,0
7712,3:19:55 PM,0,0,1
7713,3:19:55 PM,0,0,0
7714,3:19:55 PM,3,0,0
7715,3:19:55 PM,0,1,1
7716,3:19:55 PM,0,1,2
7717,3:19:55 PM,0,0,1
7718,3:19:55 PM,0,0,1
7719,3:19:55 PM,0,1,2
7720,3:19:55 PM,0,0,0
7721,3:19:55 PM,0,1,1
7722,3:19:55 PM,0,2,1
7723,3:19:55 PM,1,0,0
7724,3:19:55 PM,0,0,0
7725,3:19:55 PM,1,1,0
7726,3:19:55 PM,1,1,1
7727,3:19:55 PM,2,0,3
7728,3:19:55 PM,0,1,1
7729,3:19:55 PM,1,0,0
7730,3:19:55 PM,1,1,0
7731,3:19:55 PM,0,1,0
7732,3:19:55 PM,0,0,0
7733,3:19:55 PM,0,0,1
7734,3:19:55 PM,0,0,0
7735,3:19:55 PM,0,0,0
7736,3:19:55 PM,1,0,0
7737,3:19:55 PM,0,0,0
7738,3:19:55 PM,0,0,0
7739,3:19:55 PM,0,1,0
7740,3:19:55 PM,0,0,0
7741,3:19:55 PM,0,2,1
7742,3:19:55 PM,1,0,0
7743,3:19:55 PM,1,1,0
7744,3:19:55 PM,0,1,1
7745,3:19:55 PM,0,0,0
7746,3:19:55 PM,0,1,0
7747,3:19:55 PM,1,0,0
7748,3:19:55 PM,1,1,2
7749,3:19:55 PM,1,0,0
7750,3:19:55 PM,0,0,0
7751,3:19:55 PM,0,0,1
7752,3:19:55 PM,0,0,0
7753,3:19:55 PM,1,2,0
7754,3:19:55 PM,1,1,1
7755,3:19:55 PM,0,1,1
7756,3:19:55 PM,0,1,4
7757,3:19:55 PM,1,1,1
7758,3:19:55 PM,1,1,0
7759,3:19:55 PM,1,0,0
7760,3:19:55 PM,0,2,2
7761,3:19:55 PM,0,0,1
7762,3:19:55 PM,2,0,1
7763,3:19:55 PM,2,1,0
7764,3:19:55 PM,0,1,1
7765,3:19:55 PM,1,0,0
7766,3:19:55 PM,1,0,0
7767,3:19:55 PM,0,0,1
7768,3:19:55 PM,0,1,1
7769,3:19:55 PM,1,0,1
7770,3:19:55 PM,1,2,1
7771,3:19:55 PM,0,2,0
7772,3:19:55 PM,0,1,0
7773,3:19:55 PM,0,0,0
7774,3:19:55 PM,0,0,1
7775,3:19:55 PM,2,0,0
7776,3:19:55 PM,0,1,0
7777,3:19:55 PM,1,0,0
7778,3:19:55 PM,0,0,0
7779,3:19:55 PM,0,1,0
7780,3:19:55 PM,0,0,0
7781,3:19:55 PM,0,1,0
7782,3:19:55 PM,0,0,0
7783,3:19:55 PM,0,0,1
7784,3:19:55 PM,1,0,0
7785,3:19:55 PM,0,0,0
7786,3:19:55 PM,0,0,0
7787,3:19:55 PM,1,2,2
7788,3:19:55 PM,1,2,0
7789,3:19:55 PM,0,1,0
7790,3:19:55 PM,0,1,1
7791,3:19:55 PM,0,1,1
7792,3:19:55 PM,0,1,4
7793,3:19:55 PM,0,1,1
7794,3:19:55 PM,1,2,0
7795,3:19:55 PM,0,0,1
7796,3:19:55 PM,1,0,0
7797,3:19:55 PM,0,1,1
7798,3:19:55 PM,0,1,2
7799,3:19:55 PM,0,0,2
7800,3:19:55 PM,0,2,0
7801,3:19:55 PM,0,1,1
7802,3:19:55 PM,1,2,0
7803,3:19:55 PM,0,0,0
7804,3:19:55 PM,1,0,0
7805,3:19:55 PM,1,0,0
7806,3:19:55 PM,0,1,1
7807,3:19:55 PM,2,0,1
7808,3:19:55 PM,1,0,0
7809,3:19:55 PM,0,0,0
7810,3:19:55 PM,1,1,0
7811,3:19:55 PM,0,1,2
7812,3:19:55 PM,1,1,0
7813,3:19:55 PM,0,0,0
7814,3:19:55 PM,3,1,1
7815,3:19:55 PM,2,0,0
7816,3:19:55 PM,2,0,1
7817,3:19:55 PM,0,0,0
7818,3:19:55 PM,3,0,0
7819,3:19:55 PM,0,0,0
7820,3:19:55 PM,0,1,0
7821,3:19:55 PM,0,2,1
7822,3:19:55 PM,1,1,1
7823,3:19:55 PM,1,1,0
7824,3:19:55 PM,0,0,1
7825,3:19:55 PM,0,1,4
7826,3:19:55 PM,1,3,2
7827,3:19:55 PM,0,0,0
7828,3:19:55 PM,0,0,1
7829,3:19:55 PM,1,1,1
7830,3:19:55 PM,1,1,1
7831,3:19:55 PM,0,1,1
7832,3:19:55 PM,1,1,0
7833,3:19:55 PM,1,0,0
7834,3:19:55 PM,0,1,0
7835,3:19:55 PM,0,2,0
7836,3:19:55 PM,0,2,2
7837,3:19:55 PM,0,0,0
7838,3:19:55 PM,0,0,1
7839,3:19:55 PM,2,1,2
7840,3:19:55 PM,2,1,1
7841,3:19:55 PM,0,1,0
7842,3:19:55 PM,1,0,0
7843,3:19:55 PM,1,1,1
7844,3:19:55 PM,1,0,2
7845,3:19:55 PM,0,0,0
7846,3:19:55 PM,1,0,0
7847,3:19:55 PM,0,0,1
7848,3:19:55 PM,0,0,2
7849,3:19:55 PM,0,1,4
7850,3:19:55 PM,0,1,1
7851,3:19:55 PM,2,0,0
7852,3:19:55 PM,1,0,0
7853,3:19:55 PM,1,0,0
7854,3:19:55 PM,0,0,1
7855,3:19:55 PM,0,0,2
7856,3:19:55 PM,0,0,0
7857,3:19:55 PM,0,1,0
7858,3:19:55 PM,0,0,0
7859,3:19:55 PM,0,2,0
7860,3:19:55 PM,3,0,1
7861,3:19:55 PM,0,0,0
7862,3:19:55 PM,1,1,1
7863,3:19:55 PM,1,1,1
7864,3:19:55 PM,1,1,0
7865,3:19:55 PM,0,0,0
7866,3:19:55 PM,1,0,1
7867,3:19:55 PM,2,0,1
7868,3:19:55 PM,2,0,0
7869,3:19:55 PM,0,1,2
7870,3:19:55 PM,0,0,2
7871,3:19:55 PM,0,0,2
7872,3:19:55 PM,2,2,0
7873,3:19:55 PM,0,3,0
7874,3:19:55 PM,1,1,1
7875,3:19:55 PM,2,0,0
7876,3:19:55 PM,1,0,0
7877,3:19:55 PM,0,2,0
7878,3:19:55 PM,1,0,0
7879,3:19:55 PM,0,0,1
7880,3:19:55 PM,0,1,1
7881,3:19:55 PM,0,1,1
7882,3:19:55 PM,1,0,0
7883,3:19:55 PM,0,0,0
7884,3:19:55 PM,0,0,0
7885,3:19:55 PM,1,0,0
7886,3:19:55 PM,0,0,1
7887,3:19:55 PM,0,1,3
7888,3:19:55 PM,0,0,0
7889,3:19:55 PM,0,1,1
7890,3:19:55 PM,0,2,1
7891,3:19:55 PM,1,4,0
7892,3:19:55 PM,0,0,0
7893,3:19:55 PM,0,1,0
7894,3:19:55 PM,2,1,2
7895,3:19:55 PM,0,0,0
7896,3:19:55 PM,0,1,1
7897,3:19:55 PM,0,1,0
7898,3:19:55 PM,1,1,0
7899,3:19:55 PM,0,2,0
7900,3:19:55 PM,0,0,0
7901,3:19:55 PM,0,0,0
7902,3:19:55 PM,4,0,3
7903,3:19:55 PM,1,0,1
7904,3:19:55 PM,0,2,0
7905,3:19:55 PM,1,1,3
7906,3:19:55 PM,1,1,0
7907,3:19:55 PM,2,0,1
7908,3:19:55 PM,0,0,0
7909,3:19:55 PM,2,2,1
7910,3:19:55 PM,1,0,1
7911,3:19:55 PM,1,2,1
7912,3:19:55 PM,2,0,0
7913,3:19:55 PM,0,0,1
7914,3:19:55 PM,0,0,0
7915,3:19:55 PM,1,0,1
7916,3:19:55 PM,1,1,1
7917,3:19:55 PM,0,2,0
7918,3:19:55 PM,0,0,0
7919,3:19:55 PM,0,1,0
7920,3:19:55 PM,2,0,1
7921,3:19:55 PM,1,0,0
7922,3:19:55 PM,0,0,1
7923,3:19:55 PM,0,1,0
7924,3:19:55 PM,1,0,1
7925,3:19:55 PM,0,0,0
7926,3:19:55 PM,0,0,0
7927,3:19:55 PM,0,1,1
7928,3:19:55 PM,1,0,0
7929,3:19:55 PM,0,0,0
7930,3:19:55 PM,3,0,1
7931,3:19:55 PM,0,0,0
7932,3:19:55 PM,2,1,0
7933,3:19:55 PM,1,0,1
7934,3:19:55 PM,1,1,0
7935,3:19:55 PM,1,1,1
7936,3:19:55 PM,0,0,1
7937,3:19:55 PM,2,2,0
7938,3:19:55 PM,0,0,1
7939,3:19:55 PM,0,0,0
7940,3:19:55 PM,1,1,0
7941,3:19:55 PM,1,0,0
7942,3:19:55 PM,1,0,2
7943,3:19:55 PM,0,0,2
7944,3:19:55 PM,0,0,1
7945,3:19:55 PM,1,0,0
7946,3:19:55 PM,1,1,1
7947,3:19:55 PM,0,1,0
7948,3:19:55 PM,1,0,0
7949,3:19:55 PM,0,0,2
7950,3:19:55 PM,0,0,1
7951,3:19:55 PM,2,1,0
7952,3:19:55 PM,0,2,0
7953,3:19:55 PM,1,0,0
7954,3:19:55 PM,0,2,0
7955,3:19:55 PM,1,0,1
7956,3:19:55 PM,0,0,0
7957,3:19:55 PM,1,1,1
7958,3:19:55 PM,0,1,4
7959,3:19:55 PM,0,0,1
7960,3:19:55 PM,0,1,0
7961,3:19:55 PM,0,0,0
7962,3:19:55 PM,3,0,0
7963,3:19:55 PM,1,0,1
7964,3:19:55 PM,0,1,0
7965,3:19:55 PM,2,0,1
7966,3:19:55 PM,0,1,2
7967,3:19:55 PM,1,3,0
7968,3:19:55 PM,2,0,0
7969,3:19:55 PM,0,0,1
7970,3:19:55 PM,1,0,1
7971,3:19:55 PM,0,0,0
7972,3:19:55 PM,0,0,1
7973,3:19:55 PM,0,1,1
7974,3:19:55 PM,0,0,0
7975,3:19:55 PM,2,0,0
7976,3:19:55 PM,1,0,2
7977,3:19:55 PM,0,0,1
7978,3:19:55 PM,0,3,0
7979,3:19:55 PM,0,0,0
7980,3:19:55 PM,0,0,0
7981,3:19:55 PM,1,1,2
7982,3:19:55 PM,0,0,1
7983,3:19:55 PM,1,0,1
7984,3:19:55 PM,0,0,1
7985,3:19:55 PM,0,3,0
7986,3:19:55 PM,1,1,1
7987,3:19:55 PM,0,1,0
7988,3:19:55 PM,0,0,0
7989,3:19:55 PM,0,0,0
7990,3:19:55 PM,0,0,2
7991,3:19:55 PM,0,1,1
7992,3:19:55 PM,0,1,1
7993,3:19:55 PM,1,0,1
7994,3:19:55 PM,1,2,0
7995,3:19:55 PM,1,0,1
7996,3:19:55 PM,0,2,2
7997,3:19:55 PM,0,0,2
7998,3:19:55 PM,1,1,0
7999,3:19:55 PM,0,0,1
8000,3:19:55 PM,0,0,1
8001,3:19:55 PM,0,0,2
8002,3:19:55 PM,1,0,2
8003,3:19:55 PM,0,1,2
8004,3:19:55 PM,0,0,0
8005,3:19:55 PM,0,2,0
8006,3:19:55 PM,1,0,1
8007,3:19:55 PM,1,0,0
8008,3:19:55 PM,1,2,1
8009,3:19:55 PM,0,0,0
8010,3:19:55 PM,0,1,1
8011,3:19:55 PM,1,0,0
8012,3:19:55 PM,0,0,1
8013,3:19:55 PM,0,0,0
8014,3:19:55 PM,0,2,0
8015,3:19:55 PM,1,0,3
8016,3:19:55 PM,1,0,0
8017,3:19:55 PM,0,0,1
8018,3:19:55 PM,0,1,0
8019,3:19:55 PM,0,3,0
8020,3:19:55 PM,0,2,0
8021,3:19:55 PM,0,0,2
8022,3:19:55 PM,1,0,1
8023,3:19:55 PM,0,1,4
8024,3:19:55 PM,0,0,1
8025,3:19:55 PM,1,0,0
8026,3:19:55 PM,0,1,0
8027,3:19:55 PM,0,1,1
8028,3:19:55 PM,0,0,0
8029,3:19:55 PM,0,1,1
8030,3:19:55 PM,0,0,0
8031,3:19:55 PM,1,1,0
8032,3:19:55 PM,1,0,0
8033,3:19:55 PM,0,0,2
8034,3:19:55 PM,0,0,0
8035,3:19:55 PM,0,1,1
8036,3:19:55 PM,0,2,0
8037,3:19:55 PM,0,0,1
8038,3:19:55 PM,2,0,2
8039,3:19:55 PM,1,0,2
8040,3:19:55 PM,0,1,1
8041,3:19:55 PM,0,0,0
8042,3:19:55 PM,1,0,2
8043,3:19:55 PM,0,0,2
8044,3:19:55 PM,2,2,2
8045,3:19:55 PM,0,2,3
8046,3:19:55 PM,1,1,0
8047,3:19:55 PM,0,1,1
8048,3:19:55 PM,1,2,1
8049,3:19:55 PM,0,0,1
8050,3:19:55 PM,0,0,0
8051,3:19:55 PM,2,2,1
8052,3:19:55 PM,1,1,1
8053,3:19:55 PM,0,2,0
8054,3:19:55 PM,0,0,2
8055,3:19:55 PM,1,0,1
8056,3:19:55 PM,0,0,0
8057,3:19:55 PM,0,4,1
8058,3:19:55 PM,1,0,0
8059,3:19:55 PM,1,0,1
8060,3:19:55 PM,0,1,0
8061,3:19:55 PM,0,0,1
8062,3:19:55 PM,0,0,1
8063,3:19:55 PM,1,1,0
8064,3:19:55 PM,0,2,0
8065,3:19:55 PM,0,0,0
8066,3:19:55 PM,0,1,1
8067,3:19:55 PM,1,1,1
8068,3:19:55 PM,2,0,2
8069,3:19:55 PM,0,1,1
8070,3:19:55 PM,1,0,0
8071,3:19:55 PM,0,0,2
