Entry number,Time,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5
0.655,10:39:54 AM,4,7,49,0,0
0.65625,10:39:54 AM,3,5,56,0,0
0.6575,10:39:54 AM,5,9,48,0,0
0.6587500000000001,10:39:54 AM,2,13,52,0,1
0.66,10:39:54 AM,0,6,46,0,0
0.66125,10:39:54 AM,4,10,50,0,0
0.6625,10:39:54 AM,6,5,30,0,0
0.6637500000000001,10:39:54 AM,3,7,54,0,0
0.665,10:39:54 AM,2,9,51,0,0
0.66625,10:39:54 AM,6,8,44,0,0
0.6675,10:39:54 AM,3,13,52,0,0
0.6687500000000001,10:39:54 AM,4,3,43,0,0
0.67,10:39:54 AM,1,4,56,0,0
0.67125,10:39:54 AM,5,5,49,0,0
0.6725,10:39:54 AM,2,5,50,0,0
0.67375,10:39:54 AM,3,6,54,0,0
0.675,10:39:54 AM,2,8,50,0,0
0.67625,10:39:54 AM,2,5,50,0,0
0.6775,10:39:54 AM,1,4,49,0,0
0.67875,10:39:54 AM,3,7,50,0,0
0.68,10:39:54 AM,4,15,57,0,0
0.68125,10:39:54 AM,5,5,39,0,0
0.6825,10:39:54 AM,1,3,51,0,0
0.68375,10:39:54 AM,6,8,34,0,0
0.685,10:39:54 AM,5,4,50,0,0
0.68625,10:39:54 AM,3,10,46,0,0
0.6875,10:39:54 AM,2,3,49,0,0
0.68875,10:39:54 AM,4,10,48,0,0
0.6900000000000001,10:39:54 AM,4,8,47,0,0
0.69125,10:39:54 AM,6,9,56,0,0
0.6925,10:39:54 AM,3,5,55,0,0
0.69375,10:39:54 AM,3,15,38,0,0
0.6950000000000001,10:39:54 AM,3,6,59,0,0
0.69625,10:39:54 AM,3,7,42,0,0
0.6975,10:39:54 AM,2,8,51,0,0
0.69875,10:39:54 AM,3,10,50,0,0
0.7000000000000001,10:39:54 AM,2,8,43,0,0
0.70125,10:39:54 AM,3,9,51,0,0
0.7025,10:39:54 AM,0,12,47,0,0
0.70375,10:39:54 AM,0,9,32,0,0
0.705,10:39:54 AM,1,2,41,0,0
0.70625,10:39:54 AM,4,3,45,0,0
0.7075,10:39:54 AM,2,6,55,0,0
0.70875,10:39:54 AM,2,7,57,0,0
